val/loss,epoch,step,train/loss
0.05020234361290932,0,35983,
,0,35983,0.0529215969145298
0.04925902932882309,1,71967,
,1,71967,0.048655394464731216
0.04870924353599548,2,107951,
,2,107951,0.04750619828701019
0.048094652593135834,3,143935,
,3,143935,0.046795230358839035
0.04794100299477577,4,179919,
,4,179919,0.046507153660058975
0.047774676233530045,5,215903,
,5,215903,0.04632388800382614
0.04766165092587471,6,251887,
,6,251887,0.04611410200595856
0.047560255974531174,7,287871,
,7,287871,0.04596623033285141
0.04759572073817253,8,323855,
,8,323855,0.04582737758755684
0.0477835088968277,9,359839,
,9,359839,0.045650310814380646
0.047240640968084335,10,395823,
,10,395823,0.045520421117544174
0.04711684584617615,11,431807,
,11,431807,0.04537824168801308
0.046974796801805496,12,467791,
,12,467791,0.045269545167684555
0.04723580181598663,13,503775,
,13,503775,0.04512590542435646
0.0467047281563282,14,539759,
,14,539759,0.0450076162815094
0.04666716977953911,15,575743,
,15,575743,0.04488204047083855
0.04686596989631653,16,611727,
,16,611727,0.04475248605012894
0.04649542644619942,17,647711,
,17,647711,0.04458725452423096
0.046107254922389984,18,683695,
,18,683695,0.044396284967660904
0.045908212661743164,19,719679,
,19,719679,0.04419425502419472
0.04592936486005783,20,755663,
,20,755663,0.044006697833538055
0.04547003656625748,21,791647,
,21,791647,0.04378586634993553
0.04524888098239899,22,827631,
,22,827631,0.04352947697043419
0.044857777655124664,23,863615,
,23,863615,0.04323066771030426
0.04499896988272667,24,899599,
,24,899599,0.042931392788887024
0.04456046223640442,25,935583,
,25,935583,0.04256667569279671
0.04390136897563934,26,971567,
,26,971567,0.04215054586529732
0.04352211207151413,27,1007551,
,27,1007551,0.04166391119360924
0.04255640506744385,28,1043535,
,28,1043535,0.04108689725399017
0.0420604832470417,29,1079519,
,29,1079519,0.04038308188319206
0.04121692478656769,30,1115503,
,30,1115503,0.039597734808921814
0.039877891540527344,31,1151487,
,31,1151487,0.038572996854782104
0.03866967186331749,32,1187471,
,32,1187471,0.03742154687643051
0.03704538196325302,33,1223455,
,33,1223455,0.03597492724657059
0.035262539982795715,34,1259439,
,34,1259439,0.03422752022743225
0.033759668469429016,35,1295423,
,35,1295423,0.032399456948041916
0.03242017701268196,36,1331407,
,36,1331407,0.03071570210158825
0.030803212895989418,37,1367391,
,37,1367391,0.02920611947774887
0.029605764895677567,38,1403375,
,38,1403375,0.027826232835650444
0.028036143630743027,39,1439359,
,39,1439359,0.026615124195814133
